show_id,title,type,genres,year_added,rating
91657,Young Blood,tv show,Mystery,2019,7.4
87108,Chernobyl,tv show,Drama,2019,8.685
83668,Zakochani po uszy,tv show,Soap,2019,5.0
92969,Have You Been Paying Attention?,tv show,Comedy,2019,7.5
92969,Have You Been Paying Attention?,tv show,Talk,2019,7.5
86411,The General's Daughter,tv show,Action & Adventure,2019,0.0
86411,The General's Daughter,tv show,Drama,2019,0.0
98512,Corn & Peg,tv show,Animation,2019,3.0
98512,Corn & Peg,tv show,Kids,2019,3.0
219684,Kara Mia,tv show,Drama,2019,0.0
219684,Kara Mia,tv show,Sci-Fi & Fantasy,2019,0.0
90155,Growing Pain,tv show,Drama,2019,6.2
90155,Growing Pain,tv show,Family,2019,6.2
92804,Alix and the Marvelous,tv show,Family,2019,3.8
92804,Alix and the Marvelous,tv show,Sci-Fi & Fantasy,2019,3.8
92804,Alix and the Marvelous,tv show,Drama,2019,3.8
88424,Investiture of the Gods,tv show,Drama,2019,5.0
88424,Investiture of the Gods,tv show,Sci-Fi & Fantasy,2019,5.0
95160,Soltero con hijas,tv show,Soap,2019,7.5
95160,Soltero con hijas,tv show,Comedy,2019,7.5
95160,Soltero con hijas,tv show,Family,2019,7.5
95160,Soltero con hijas,tv show,Kids,2019,7.5
95160,Soltero con hijas,tv show,Drama,2019,7.5
95842,Joy of Life,tv show,Drama,2019,8.1
95842,Joy of Life,tv show,Comedy,2019,8.1
93411,Bride of Beirut,tv show,Drama,2019,6.2
85937,Demon Slayer: Kimetsu no Yaiba,tv show,Animation,2019,8.7
85937,Demon Slayer: Kimetsu no Yaiba,tv show,Action & Adventure,2019,8.7
85937,Demon Slayer: Kimetsu no Yaiba,tv show,Sci-Fi & Fantasy,2019,8.7
88519,Home for Summer,tv show,Drama,2019,4.0
88519,Home for Summer,tv show,Family,2019,4.0
79501,Doom Patrol,tv show,Sci-Fi & Fantasy,2019,7.6
79501,Doom Patrol,tv show,Drama,2019,7.6
94678,Tierra de talento,tv show,Reality,2019,5.1
94678,Tierra de talento,tv show,Family,2019,5.1
96775,My Home My Destiny,tv show,Drama,2019,7.3
89630,The L Word: Generation Q,tv show,Drama,2019,7.6
89187,The Great Craftsman,tv show,Drama,2019,8.0
88029,Juegos de poder,tv show,Soap,2019,6.0
88029,Juegos de poder,tv show,Crime,2019,6.0
88029,Juegos de poder,tv show,Drama,2019,6.0
85412,Left-Handed Wife,tv show,Family,2019,4.0
85412,Left-Handed Wife,tv show,Drama,2019,4.0
73544,Warrior,tv show,Crime,2019,7.966
73544,Warrior,tv show,Drama,2019,7.966
73544,Warrior,tv show,Action & Adventure,2019,7.966
